id,carat,cut,color,clarity,depth,table,x,y,z,price
375,0.3,Ideal,D,VVS2,61.7,57,4.31,4.28,2.65,858
376,1.11,Ideal,D,SI2,61.5,56,6.69,6.64,4.1,5645
377,0.38,Ideal,F,VVS2,61.4,56,4.68,4.71,2.89,1240
378,1.01,Ideal,G,SI2,62.1,59,6.36,6.42,3.97,4269
379,0.32,Ideal,E,VS2,62.2,54.2,4.42,4.45,2.76,846
380,0.41,Ideal,E,VVS1,60.9,56,4.77,4.83,2.92,1436
381,1.5,Very Good,H,VS2,62.8,57,7.24,7.31,4.57,10083
382,1.26,Ideal,J,VS1,62.4,56,6.9,6.86,4.3,5556
383,1.12,Premium,G,SI1,61.5,58,6.7,6.64,4.1,5286
384,1.65,Very Good,G,VS2,61.9,58,7.55,7.61,4.7,15312
385,0.33,Ideal,G,VVS2,62,55,4.42,4.46,2.75,965
386,0.32,Ideal,I,VS2,60.7,55,4.45,4.49,2.71,576
387,0.35,Premium,F,VS2,59.8,58,4.55,4.59,2.72,746
388,0.91,Premium,E,SI1,62.5,60,6.21,6.16,3.86,4303
389,0.24,Very Good,E,VS1,62,58,3.95,3.99,2.46,419
390,0.7,Ideal,G,SI1,61.7,55,5.67,5.7,3.51,2224
391,1.05,Ideal,D,VS2,61.5,56,6.57,6.49,4.02,6659
392,0.34,Ideal,E,VVS1,61.4,57,4.47,4.52,2.76,1017
393,0.33,Ideal,F,VVS2,61.7,56,4.46,4.42,2.74,1040
394,1.17,Very Good,G,VS2,63.2,56,6.65,6.61,4.2,7440
395,0.91,Very Good,F,SI1,62.9,60,6.11,6.14,3.85,3910
396,0.4,Very Good,I,VVS2,60,58,4.76,4.79,2.87,770
397,1.04,Premium,I,VS1,61.6,59,6.5,6.54,4.01,5139
398,0.86,Ideal,G,VS2,60.3,57,6.12,6.16,3.72,3763
399,1,Very Good,F,VVS2,62.9,57,6.32,6.27,3.96,11003
400,1.16,Premium,I,SI1,62.1,59,6.73,6.68,4.17,4644
401,0.52,Ideal,E,VS2,61.8,56,5.1,5.16,3.17,1689
402,0.42,Premium,F,SI1,62.8,59,4.75,4.73,2.98,773
403,0.74,Very Good,E,SI1,62,58,5.75,5.79,3.58,2800
404,1.02,Ideal,G,VS2,62.1,57,6.37,6.42,3.97,6418
405,0.32,Ideal,E,VS2,62.3,55,4.42,4.38,2.74,900
406,1.01,Ideal,D,SI1,60.3,57,6.53,6.58,3.94,5544
407,0.55,Ideal,G,SI1,61.7,57,5.28,5.3,3.26,1454
408,1.01,Very Good,F,SI2,63.4,57,6.38,6.35,4.03,4239
409,2,Very Good,H,SI1,63.4,59,8.01,7.93,5.05,15874
410,0.34,Ideal,E,SI1,61.9,54,4.51,4.48,2.78,714
411,0.36,Ideal,E,VVS1,60.7,56,4.59,4.61,2.8,839
412,0.4,Very Good,F,VS2,63.3,60,4.66,4.68,2.96,912
413,0.34,Ideal,E,VS2,62.5,55,4.5,4.47,2.81,784
414,0.32,Premium,G,SI2,62.1,60,4.35,4.32,2.69,540
415,0.77,Very Good,E,SI1,62.1,56,5.88,5.92,3.65,2891
416,1.14,Premium,H,VVS2,60.1,59,6.8,6.78,4.08,6194
417,0.4,Ideal,E,VS2,61.1,57,4.8,4.83,2.94,1050
418,0.31,Ideal,G,VS2,61.8,56,4.34,4.36,2.7,492
419,1.01,Premium,H,SI1,62.1,58,6.43,6.39,3.98,4795
420,1.02,Very Good,G,VS1,62.9,55.2,6.38,6.42,4.02,6468
421,0.74,Ideal,F,SI1,61.7,56,5.83,5.77,3.57,2677
422,0.73,Ideal,G,VS1,61.7,54,5.79,5.84,3.59,3332
423,0.58,Very Good,G,VS2,61,61,5.37,5.34,3.27,1641
424,0.9,Good,D,SI2,62.5,63,6.09,6.12,3.81,3730
425,1.5,Premium,G,SI2,60.9,62,7.32,7.39,4.48,8414
426,0.32,Premium,J,VS1,61,59,4.41,4.4,2.69,574
427,0.7,Premium,G,VS2,62.1,59,5.71,5.67,3.53,2453
428,0.3,Good,G,VS1,63.6,56,4.24,4.27,2.7,605
429,0.7,Good,E,VS1,62,62,5.63,5.58,3.5,3091
430,0.3,Ideal,D,VS2,62.2,57,4.32,4.36,2.7,710
431,1.5,Very Good,J,VVS2,60.5,62,7.37,7.41,4.48,8975
432,0.7,Premium,F,SI2,62.4,58,5.7,5.64,3.53,1571
433,0.5,Very Good,I,SI1,61.8,58,5.07,5.05,3.13,1073
434,0.61,Ideal,G,VVS2,62,58,5.45,5.48,3.38,2174
435,1.32,Very Good,G,VVS1,61.8,60,7.04,6.99,4.33,12787
436,0.31,Ideal,I,VS2,62.1,55,4.39,4.37,2.72,558
437,0.55,Ideal,D,VS2,61.8,56,5.26,5.3,3.26,1704
438,0.9,Good,D,SI1,63.8,56,6.04,6.07,3.86,4137
439,0.71,Ideal,E,VS2,61.3,57,5.74,5.77,3.53,2964
440,0.33,Ideal,F,VVS1,61.6,56,4.44,4.47,2.74,877
441,0.54,Ideal,E,VS2,61.2,56,5.25,5.28,3.22,1845
442,2.01,Ideal,H,SI1,62.2,56,8.05,8.07,5.01,18493
443,0.82,Ideal,F,SI1,61.3,56,6.01,6.04,3.7,3444
444,0.51,Ideal,E,SI1,61.9,56,5.1,5.15,3.17,1337
445,0.5,Very Good,G,SI2,64.2,58,5.03,4.96,3.2,1133
446,0.56,Ideal,G,SI1,61.2,56,5.32,5.36,3.27,1325
447,1.01,Premium,F,SI1,63,58,6.35,6.31,3.99,4395
448,1.82,Premium,E,SI1,60.7,60,7.89,7.85,4.81,17849
449,1.5,Premium,G,VS1,60.4,60,7.42,7.36,4.47,12512
450,1.55,Ideal,I,SI2,61.9,56,7.42,7.46,4.59,7695
451,1.02,Ideal,G,VS2,62.4,57,6.49,6.44,4.03,6451
452,1.51,Premium,G,SI1,59.7,59,7.53,7.43,4.44,11209
453,0.31,Premium,D,VVS2,60.1,59,4.36,4.41,2.64,777
454,0.33,Premium,G,VVS1,61.9,59,4.41,4.43,2.74,868
455,0.41,Ideal,G,VS2,61.8,56,4.77,4.75,2.95,1061
456,0.3,Ideal,G,VS1,61.9,57,4.29,4.32,2.66,605
457,1.02,Premium,D,SI1,61,60,6.48,6.44,3.94,6025
458,1.03,Ideal,G,VS1,62.3,57,6.46,6.49,4.03,8341
459,0.31,Ideal,F,VVS2,60.4,55,4.43,4.46,2.68,787
460,1.24,Ideal,H,VS1,61.4,57,6.91,6.95,4.26,8545
461,1.12,Premium,H,VS1,62.8,57,6.65,6.59,4.16,6976
462,0.3,Ideal,G,VS1,62.3,56,4.32,4.29,2.68,624
463,1.5,Premium,G,SI1,61.2,58,7.38,7.42,4.52,12009
464,0.27,Ideal,G,VVS1,62,56,4.12,4.16,2.56,559
465,2.01,Very Good,H,SI2,63.5,60,7.98,7.93,5.05,15223
466,1.01,Premium,G,SI1,62.7,56,6.41,6.37,4.01,5129
467,0.9,Premium,D,SI1,61.6,60,6.25,6.21,3.83,4182
468,1.06,Ideal,G,SI1,61.9,56,6.57,6.54,4.06,5292
469,1.22,Very Good,H,SI2,61.1,60,6.85,6.91,4.21,5413
470,0.3,Ideal,G,VS1,62.6,54,4.31,4.29,2.69,776
471,1.02,Ideal,H,VS2,61.2,57,6.47,6.5,3.97,5938
472,0.75,Ideal,D,VS2,61.6,57,5.85,5.9,3.62,3373
473,0.9,Very Good,I,VVS2,62.4,58,6.09,6.16,3.83,3205
474,1,Very Good,G,VS1,63.5,54,6.32,6.28,4,5226
475,0.72,Very Good,F,VVS1,61.8,60,5.67,5.74,3.53,3524
476,1.26,Very Good,G,VVS2,61.1,58,6.97,6.93,4.24,9658
477,1.25,Premium,G,VS1,60.6,58,7.03,6.95,4.23,9355
478,0.34,Premium,D,VS2,62,60,4.49,4.44,2.77,1040
479,0.96,Premium,F,SI2,60.2,62,6.34,6.27,3.78,3484
480,0.31,Ideal,I,SI1,62.2,56,4.33,4.36,2.71,408
481,0.8,Ideal,E,SI1,62.5,57,5.96,5.99,3.73,3447
482,0.34,Ideal,G,VVS1,61.6,56,4.5,4.53,2.78,1124
483,0.71,Ideal,E,VS1,62.3,55,5.71,5.76,3.57,3478
484,0.65,Very Good,G,SI2,62.1,58,5.54,5.61,3.43,1249
485,0.7,Good,I,VS1,63.7,57,5.57,5.51,3.53,2184
486,0.71,Premium,G,SI1,60.9,59,5.75,5.82,3.52,2496
487,1.7,Ideal,I,VS1,60.8,56,7.76,7.69,4.7,13034
488,0.3,Ideal,G,SI2,62.5,57,4.24,4.28,2.66,394
489,1.01,Very Good,D,SI2,63.5,60,6.37,6.32,4.03,4914
490,1.05,Ideal,G,SI1,62.9,56,6.44,6.47,4.06,5105
491,1.5,Premium,D,SI2,62.1,59,7.33,7.3,4.54,8623
492,0.56,Ideal,G,SI1,62.5,57,5.23,5.25,3.28,1345
493,0.29,Ideal,F,VS2,62.6,57,4.2,4.24,2.64,607
494,0.3,Ideal,E,VVS1,62.5,57,4.3,4.28,2.68,844
495,0.4,Ideal,D,VVS1,61.9,57,4.71,4.75,2.92,1130
496,0.73,Ideal,G,SI2,61.4,57,5.79,5.82,3.56,2262
497,1.5,Ideal,H,SI2,63,56,7.31,7.25,4.59,10476
498,1.03,Premium,H,SI1,61.9,59,6.42,6.49,4,4478
499,2.14,Premium,I,SI1,61.9,58,8.3,8.25,5.11,15821
500,0.38,Ideal,H,SI1,61.5,57,4.66,4.7,2.88,717
501,1.01,Good,G,VS1,63.7,56,6.37,6.4,4.06,6449
502,1.03,Ideal,F,VS2,62.3,55,6.52,6.45,4.04,6261
503,0.32,Ideal,F,VS2,62.1,56,4.43,4.38,2.74,828
504,1.03,Ideal,H,SI1,60.6,57,6.51,6.55,3.95,4485
505,0.32,Premium,G,VVS1,61.3,59,4.4,4.43,2.7,1013
506,0.9,Good,H,VS1,63.3,55,6.11,6.14,3.86,3689
507,0.5,Premium,G,SI2,61.2,61,5.19,5.14,3.16,1001
508,0.51,Very Good,G,VS2,62.8,57,5.05,5.08,3.17,1438
509,0.51,Premium,F,SI1,61.7,59,5.13,5.16,3.16,1356
510,0.33,Premium,E,SI1,59.3,58,4.45,4.48,2.66,668
511,0.33,Ideal,D,VS2,62.1,55,4.51,4.46,2.79,1002
512,0.31,Ideal,H,VVS2,61.9,56,4.35,4.31,2.68,802
513,0.32,Ideal,F,VS2,62.2,55,4.41,4.37,2.73,645
514,0.74,Premium,G,SI1,62.2,60,5.77,5.8,3.59,2512
515,1.51,Premium,F,SI1,62.8,57,7.27,7.25,4.56,11491
516,0.23,Very Good,F,VS2,60.5,58,3.99,4.03,2.42,403
517,0.72,Ideal,I,VS2,61.1,56,5.78,5.83,3.53,2083
518,1.22,Ideal,G,VS2,62,57,6.82,6.86,4.23,7835
519,0.71,Very Good,D,SI2,59.2,60,5.83,5.86,3.46,2107
520,0.9,Very Good,J,SI2,62.7,56,6.07,6.1,3.83,2000
521,2,Very Good,G,SI2,62,62,8,7.96,4.93,11927
522,0.33,Ideal,G,VS2,60.8,56,4.45,4.49,2.72,586
523,0.32,Good,E,SI1,63.8,55,4.34,4.37,2.77,646
524,0.5,Ideal,E,SI1,62.5,57,5.13,5.08,3.19,1438
525,1.01,Very Good,E,SI2,62.5,57,6.33,6.37,3.99,4925
526,0.31,Ideal,F,VS2,62.1,56,4.35,4.31,2.69,802
527,0.3,Ideal,H,VS1,62.3,56,4.32,4.28,2.68,675
528,0.51,Ideal,G,VS1,61.7,55,5.18,5.16,3.19,1813
529,1.13,Premium,I,SI2,61.8,59,6.69,6.64,4.12,4206
530,0.3,Very Good,F,VS2,62.9,59,4.25,4.28,2.68,605
531,0.5,Very Good,E,VS2,63.1,56,5.02,5.05,3.18,1439
532,1.1,Very Good,E,VS2,62.2,58,6.57,6.6,4.1,6319
533,1.5,Good,D,I1,63.7,58,7.21,7.18,4.58,7592
534,0.6,Ideal,H,VVS1,60.6,57,5.44,5.49,3.3,2536
535,1.51,Very Good,H,VS1,63.5,59,7.29,7.22,4.61,12100
536,0.91,Premium,G,VS2,62,58,6.21,6.13,3.83,4106
537,1.2,Very Good,F,SI2,62.6,58,6.74,6.7,4.2,4990
538,1.11,Very Good,H,SI1,62.1,58,6.58,6.63,4.11,4476
539,0.35,Premium,F,VS2,62.4,58,4.52,4.47,2.81,906
540,1.08,Ideal,G,VVS2,62.9,56,6.56,6.52,4.12,8873
541,0.33,Very Good,I,SI1,63,55,4.41,4.44,2.78,462
542,0.41,Ideal,I,VS1,61.4,55,4.82,4.8,2.95,969
543,2.04,Premium,G,SI1,59.8,58,8.32,8.26,4.97,18680
544,0.3,Ideal,D,VS2,61.6,57,4.32,4.39,2.68,710
545,0.31,Ideal,H,VS2,62.4,55,4.36,4.38,2.72,628
546,0.3,Ideal,E,VVS2,61.7,56,4.28,4.31,2.65,867
547,1,Premium,F,VS2,60.4,56,6.42,6.46,3.89,6138
548,0.3,Very Good,D,SI2,62.5,57,4.26,4.28,2.67,447
549,0.31,Ideal,G,IF,62.1,54,4.38,4.4,2.73,863
550,0.43,Ideal,F,VVS1,61.1,57,4.84,4.87,2.97,1321
551,0.31,Ideal,F,SI1,61.3,55,4.39,4.35,2.68,618
552,0.32,Ideal,E,VS2,61.4,56,4.41,4.37,2.7,900
553,2.01,Good,I,VS2,63.6,59,7.95,7.89,5.04,16316
554,2.04,Good,I,IF,63.8,61,7.93,8,5.14,18659
555,0.5,Ideal,H,SI1,62,55,5.1,5.13,3.17,1111
556,0.51,Ideal,D,SI1,61.5,56,5.12,5.14,3.15,1630
557,1.51,Ideal,I,VS1,62.2,53.8,7.36,7.39,4.58,10411
558,0.34,Very Good,G,VS2,61.5,61,4.46,4.49,2.75,596
559,0.4,Ideal,H,VVS2,60.9,56,4.74,4.74,2.89,1163
560,0.41,Very Good,G,VS2,60.4,61,4.78,4.74,2.87,835
561,0.7,Ideal,E,VS1,61.5,57,5.72,5.75,3.52,3572
562,1.59,Premium,G,VS1,59.7,60,7.61,7.58,4.53,16942
563,0.34,Ideal,D,SI2,61.6,57,4.48,4.44,2.75,650
564,0.41,Ideal,D,VS2,62.2,55,4.75,4.8,2.97,983
565,0.41,Ideal,G,VS2,61.1,56,4.81,4.86,2.95,863
566,0.4,Good,E,SI1,63.5,57,4.68,4.71,2.97,708
567,0.75,Ideal,I,SI2,62.1,54,5.81,5.85,3.63,1348
568,0.7,Good,I,SI1,63,58,5.66,5.69,3.56,2034
569,0.54,Very Good,I,VS2,62.7,55,5.18,5.23,3.26,1337
570,0.73,Very Good,E,VS1,61.3,57,5.79,5.83,3.56,3126
571,1,Good,E,SI2,60.5,61,6.46,6.42,3.9,4258
572,0.9,Very Good,G,SI2,62.1,58,6.14,6.18,3.82,3543
573,1.18,Premium,G,VS1,62.4,60,6.73,6.77,4.2,8709
574,0.7,Ideal,E,SI2,61.6,56,5.77,5.74,3.54,2351
575,0.7,Very Good,H,SI1,62.2,57,5.68,5.66,3.52,2331
576,1.01,Premium,G,VS1,62.7,58,6.39,6.45,4.02,6702
577,0.9,Very Good,E,SI2,62.7,58,6.16,6.13,3.86,3246
578,0.84,Very Good,G,SI1,60.3,61,6.07,6.1,3.69,3435
579,0.54,Ideal,F,VVS2,61.6,55,5.27,5.24,3.23,2333
580,0.36,Very Good,E,SI1,62.7,55,4.54,4.58,2.86,631
581,0.51,Very Good,D,SI1,61.8,59,5.1,5.13,3.16,1684
582,0.31,Ideal,D,VS1,61.2,56,4.37,4.39,2.68,663
583,1.02,Good,G,SI2,63.7,57,6.39,6.34,4.05,3620
584,0.56,Premium,G,VS1,62.3,59,5.28,5.25,3.28,1636
585,1.04,Premium,G,VS1,62.4,58,6.46,6.48,4.04,6366
586,1.5,Premium,D,SI1,62.7,58,7.27,7.23,4.56,11525
587,0.26,Ideal,E,VVS1,62.3,56,4.07,4.1,2.54,769
588,0.85,Premium,H,VS1,61.4,58,6.13,6.1,3.74,4234
589,0.51,Ideal,E,VS2,62.8,55,5.08,5.05,3.18,1692
590,0.9,Very Good,H,SI1,61.9,62,6.11,6.19,3.8,3545
591,0.43,Premium,E,SI1,61.9,59,4.87,4.83,3,919
592,0.52,Ideal,F,SI1,60.4,57,5.2,5.24,3.15,1326
593,0.7,Very Good,E,SI1,63.1,59,5.61,5.64,3.55,2239
594,0.3,Ideal,D,SI1,62,56,4.28,4.3,2.66,552
595,0.79,Ideal,G,VS2,62.1,55,5.94,5.9,3.67,3184
596,0.31,Ideal,F,VS1,61.9,55,4.34,4.36,2.69,660
597,1.11,Premium,H,SI1,62,58,6.67,6.6,4.12,5506
598,0.3,Ideal,F,VVS1,62,56,4.27,4.3,2.66,742
599,0.38,Ideal,E,VS2,62.5,57,4.63,4.66,2.9,1112
600,0.92,Very Good,D,SI2,62.3,57,6.24,6.26,3.9,4158
601,0.7,Ideal,G,VVS1,62.4,56,5.67,5.7,3.55,3121
602,0.25,Ideal,G,VVS1,62.3,57,4.04,4.08,2.53,498
603,0.56,Premium,D,SI1,61.9,57,5.29,5.28,3.26,1815
604,1.24,Premium,D,SI2,61,60,6.95,6.88,4.22,5670
605,0.32,Ideal,G,VVS1,62.4,53,4.39,4.42,2.75,843
606,0.56,Ideal,G,VS2,61.5,55,5.31,5.33,3.28,1608
607,0.31,Ideal,G,VVS2,62.2,56,4.3,4.32,2.68,707
608,1.02,Premium,H,SI1,59.4,62,6.58,6.54,3.89,4620
609,0.42,Ideal,E,VVS2,61.7,56,4.82,4.78,2.96,1238
610,0.75,Premium,E,VS2,60.3,58,5.89,5.85,3.55,2901
611,0.73,Good,G,VS1,58.8,61,5.96,5.89,3.49,3066
612,1.2,Premium,G,VS2,59.5,59,6.99,6.95,4.15,6692
613,0.53,Very Good,G,VVS1,62.9,57,5.12,5.21,3.25,2028
614,0.31,Very Good,D,SI1,61,58,4.33,4.37,2.66,616
615,0.51,Good,E,VS2,63.3,57,5.09,5.13,3.23,1454
616,1.52,Premium,F,SI1,62,58,7.43,7.36,4.59,10181
617,0.7,Very Good,E,VS1,62.9,57,5.62,5.64,3.54,2441
618,0.51,Ideal,G,VS2,62.7,56,5.09,5.12,3.2,1546
619,0.34,Ideal,F,SI1,60.7,56,4.56,4.58,2.78,616
620,0.37,Premium,E,VS2,60,60,4.7,4.73,2.81,811
621,0.43,Ideal,E,VVS1,61.4,57,4.85,4.9,2.99,1333
622,1.01,Premium,E,SI1,61.5,58,6.38,6.35,3.92,5226
623,0.3,Ideal,H,VS1,62.3,56,4.28,4.31,2.67,524
624,0.4,Premium,E,VS2,60.8,58,4.8,4.77,2.91,838
625,0.42,Ideal,E,VS1,62.1,55,4.8,4.82,2.99,1153
626,1.03,Premium,F,VS1,62.3,59,6.44,6.39,4,7632
627,1.02,Premium,I,SI1,62.7,58,6.41,6.37,4,4153
628,1.17,Premium,H,SI2,59.9,59,6.87,6.82,4.11,4455
629,1.07,Premium,D,SI1,61.3,59,6.54,6.57,4.02,6366
630,0.23,Very Good,F,VVS2,62.2,55,3.98,4,2.47,505
631,0.5,Good,E,SI1,63.3,60,5.04,5.07,3.19,1406
632,0.3,Very Good,E,VS2,62.1,59,4.26,4.3,2.66,598
633,0.7,Premium,E,SI1,62.4,58,5.67,5.63,3.53,2038
634,1.08,Ideal,D,SI2,62.1,56,6.55,6.52,4.06,4898
635,1.5,Ideal,G,SI2,62.7,55,7.31,7.29,4.58,8988
636,0.41,Very Good,F,VVS1,62.1,57,4.75,4.79,2.96,1105
637,0.72,Ideal,G,VS1,62.3,55,5.75,5.72,3.57,2970
638,0.73,Ideal,E,SI1,61.7,57,5.83,5.77,3.58,2578
639,0.5,Ideal,E,VS1,61.5,55,5.14,5.11,3.15,1758
640,0.31,Ideal,E,VS2,62,54,4.33,4.37,2.7,680
641,0.41,Very Good,F,VS1,62.8,57,4.69,4.72,2.96,1007
642,0.31,Ideal,H,VVS2,62.5,57,4.27,4.29,2.68,625
643,0.41,Ideal,G,SI1,61.5,53,4.8,4.82,2.96,754
644,2.01,Ideal,H,SI1,62.1,57,8.06,8.09,5.01,16128
645,0.52,Ideal,G,VS2,60.9,57,5.17,5.21,3.16,1581
646,2.02,Premium,H,SI1,62.5,58,8.13,8.07,5.05,16397
647,0.71,Premium,E,SI1,62.4,58,5.68,5.67,3.54,2605
648,2.01,Premium,H,VS2,62,58,8.04,8.01,5,18552
649,0.42,Premium,I,VS1,60.6,60,4.84,4.8,2.92,945
650,0.72,Ideal,G,VS2,62,56,5.73,5.75,3.56,2905
651,0.33,Very Good,E,VVS1,63.1,54,4.41,4.36,2.77,858
652,0.57,Very Good,J,SI2,60.3,59,5.33,5.42,3.24,1121
653,1.16,Premium,H,SI2,62.7,55,6.68,6.65,4.18,4546
654,0.3,Ideal,G,VS1,62.2,56,4.29,4.32,2.68,645
655,0.31,Ideal,D,SI1,61.8,54,4.37,4.34,2.69,732
656,0.9,Ideal,H,VVS2,63,57,6.09,6.13,3.85,3872
657,1.01,Very Good,I,SI1,60.5,61,6.48,6.44,3.91,4199
658,0.7,Ideal,F,SI2,61.9,56,5.67,5.7,3.52,2563
659,0.71,Very Good,H,VS1,61.8,58,5.73,5.77,3.55,2913
660,0.9,Ideal,H,SI1,61.7,56,6.13,6.16,3.8,4042
661,0.4,Ideal,G,VVS1,61.4,56,4.76,4.79,2.93,1068
662,0.9,Very Good,F,SI1,63.5,56,6.1,6.13,3.88,4133
663,0.52,Ideal,G,VS1,61.7,55,5.19,5.16,3.2,1581
664,0.26,Very Good,E,VVS1,61.7,58,4.08,4.11,2.53,620
665,0.58,Ideal,F,VS1,61.1,56,5.39,5.42,3.3,1800
666,1.01,Good,G,SI1,63.9,58,6.35,6.38,4.06,4989
667,0.53,Ideal,E,VS2,62,56,5.23,5.17,3.23,2041
668,1.5,Very Good,G,VVS2,62.8,59,7.27,7.32,4.59,13904
669,1,Ideal,D,SI1,61.3,57,6.47,6.42,3.94,6062
670,0.33,Ideal,H,IF,61.7,56,4.45,4.48,2.76,891
671,1.05,Ideal,H,SI1,60.8,56,6.55,6.57,3.99,4880
672,1.2,Very Good,I,SI2,63.5,56,6.75,6.71,4.29,5331
673,0.31,Very Good,G,SI1,62.6,54,4.36,4.39,2.74,462
674,0.71,Premium,F,SI2,61.6,60,5.73,5.67,3.51,2307
675,1.13,Premium,H,SI1,62.5,61,6.63,6.56,4.12,4837
676,0.9,Fair,G,SI1,64.3,56,6.05,6.09,3.95,3145
677,2.05,Premium,H,SI2,59.8,60,8.32,8.37,4.97,11965
678,0.4,Ideal,E,VS1,60.7,57,4.85,4.82,2.93,1068
679,0.32,Ideal,G,VVS1,61.3,55,4.39,4.42,2.7,814
680,0.3,Ideal,D,VS2,62,60,4.25,4.28,2.64,710
681,0.4,Ideal,D,VVS1,60.9,57,4.77,4.74,2.9,1333
682,1.08,Very Good,D,SI2,63.2,57,6.47,6.54,4.12,4584
683,1.01,Premium,H,VS2,60.9,58,6.46,6.41,3.91,5128
684,0.72,Ideal,H,SI2,62.2,56,5.7,5.74,3.56,2289
685,0.32,Ideal,G,VVS2,62.2,54,4.34,4.37,2.71,730
686,1.03,Premium,E,SI2,62.5,58,6.5,6.42,4.04,4441
687,1.2,Ideal,G,VVS2,61.8,55,6.78,6.81,4.19,9495
688,0.5,Premium,H,SI2,63,61,5.08,4.99,3.17,727
689,0.5,Good,F,SI1,63.6,57,5.09,5.06,3.23,1132
690,0.5,Very Good,F,SI2,61.5,58,5.1,5.14,3.15,984
691,0.54,Ideal,H,SI1,61.7,56,5.22,5.26,3.23,1219
692,0.32,Ideal,F,VS2,62.1,54,4.4,4.4,2.73,828
693,2.01,Premium,G,SI1,62,58,8.1,8.04,5,18818
694,0.31,Ideal,G,IF,62,55,4.3,4.34,2.68,871
695,0.38,Ideal,E,SI1,61.9,56,4.65,4.7,2.89,755
696,1.52,Very Good,H,VS1,60.9,59,7.46,7.36,4.51,11019
697,1.23,Very Good,D,SI2,61.8,58,6.92,6.88,4.26,6626
698,0.91,Premium,E,SI1,62.9,59,6.18,6.12,3.86,4209
699,0.8,Good,H,VS1,63.2,57,5.88,5.91,3.72,3011
700,1.6,Ideal,G,VVS2,61.4,56,7.5,7.54,4.62,15102
701,1.26,Ideal,I,VS1,61.8,56,6.94,7,4.32,7500
702,1.3,Ideal,G,VVS2,62,57,7.02,6.98,4.34,10043
703,0.32,Ideal,G,IF,61.6,56,4.41,4.44,2.72,956
704,0.54,Ideal,G,VS1,61.4,56,5.23,5.25,3.22,1881
705,0.46,Very Good,G,VS2,62.6,59,4.88,4.92,3.06,1119
706,0.7,Good,G,SI1,62.9,57,5.59,5.62,3.52,2283
707,0.31,Ideal,H,VS1,62.3,56,4.29,4.34,2.69,507
708,0.7,Ideal,F,SI1,61.5,55,5.7,5.74,3.52,2507
709,1.07,Ideal,I,SI1,62.1,54,6.59,6.56,4.08,5141
710,1.01,Good,E,VVS2,63.1,58,6.37,6.39,4.02,7691
711,0.38,Ideal,D,VS1,62.2,54,4.66,4.63,2.89,941
712,2.01,Ideal,F,SI2,62.2,56,8.11,8.05,5.03,13846
713,0.92,Premium,D,SI2,61.4,59,6.29,6.25,3.85,4317
714,1.2,Premium,G,SI2,61.5,58,6.91,6.83,4.22,5610
715,2.02,Very Good,I,SI2,62.8,58,8.03,8.08,5.05,12870
716,0.31,Ideal,G,VS1,61.9,54,4.35,4.38,2.7,646
717,2.06,Premium,H,SI1,59.4,61,8.38,8.29,4.91,18242
718,0.34,Ideal,I,SI1,61.4,55,4.55,4.51,2.78,574
719,0.31,Good,E,SI1,63.2,55,4.35,4.33,2.74,698
720,0.56,Ideal,D,SI1,62.9,56,5.27,5.22,3.3,1764
721,0.52,Ideal,D,SI1,61.5,57,5.17,5.19,3.19,1323
722,1.5,Very Good,F,SI2,62.6,60,7.15,7.18,4.49,8758
723,0.38,Ideal,D,VVS1,60.6,56,4.7,4.72,2.85,1400
724,1.5,Premium,G,VVS2,59.8,60,7.39,7.49,4.45,15498
725,2.03,Ideal,H,SI2,62.1,57,8.14,8.06,5.03,12631
726,1,Ideal,F,SI1,59.6,62,6.52,6.49,3.88,5863
727,1.2,Ideal,I,SI1,62.7,56,6.73,6.79,4.23,5410
728,0.31,Ideal,G,SI2,62,54,4.37,4.4,2.72,414
729,1.02,Fair,G,SI2,66.3,67,6.26,6.22,4.18,3142
730,0.92,Premium,E,SI2,60.6,59,6.26,6.3,3.81,3010
731,0.7,Very Good,E,SI1,62.8,57,5.65,5.69,3.56,3005
732,0.9,Very Good,G,SI1,62.5,55,6.14,6.17,3.84,3884
733,0.7,Ideal,G,SI1,62.1,56,5.63,5.69,3.52,2414
734,0.77,Premium,D,SI1,60.8,59,5.92,5.89,3.6,2655
735,1.07,Ideal,H,VVS1,62.5,57,6.56,6.49,4.08,6989
736,0.79,Ideal,E,SI2,61.9,55,5.94,5.99,3.68,2726
737,0.62,Ideal,H,VS2,61.3,55,5.48,5.51,3.37,1641
738,0.31,Premium,G,VVS1,62.4,59,4.3,4.33,2.69,789
739,0.4,Ideal,H,VS2,62.6,57,4.68,4.71,2.94,775
740,0.78,Ideal,E,SI2,61.7,56,5.96,5.91,3.65,2650
741,0.32,Ideal,D,VVS2,61.4,56,4.42,4.46,2.72,1026
742,0.52,Very Good,G,SI1,62.8,54,5.1,5.14,3.21,1249
743,0.4,Ideal,D,SI2,61.9,56,4.75,4.78,2.95,653
744,0.9,Premium,F,SI1,60.7,59,6.3,6.23,3.79,3992
745,1.2,Ideal,G,SI1,62,56,6.76,6.84,4.22,6741
746,0.72,Ideal,I,VVS2,61.6,56,5.73,5.77,3.54,2596
747,0.53,Ideal,F,VS1,62.5,55,5.23,5.17,3.25,1698
748,0.34,Very Good,E,VS1,60.4,58,4.49,4.54,2.72,805
749,1.09,Ideal,E,SI1,61.6,57,6.62,6.6,4.07,6892
